,label,comment
580,,please don t tell me that s why you dislike this work of art that had more effort put into it then you put into your life
581,-1.0,ewwww  greenpeace   why  
582,-1.0,waste of paper
583,-1.0,that was strange   not in a good way strange 
584,-1.0,i knew they had to include that little tid bit about the paper being recycled and donated to greenpeace  because they know for a fact that some oppressed entitled crybaby would get  offended  claim the music group are killers or ruining the ozone or something  take out a lawsuit against them  and start a gofundme page to retaliate  i wish someone would say i m wrong  
585,0.0,people are still doing that though
586,-1.0,why is this trending  purely for the paper theme im guessing because this song is complete dog shit 
587,-1.0,you assholes support eco terrorists  fuck that  unsubbing and deleting your music from my library 
588,1.0,it s not a waste  every sheet got recycled and after this amazing show that hundreds of thousands of dollars went into you dislike because they help give paper to those who are in need  and you re calling them a holes
589,-1.0,and afterwards they suffered with a million little paper cuts 
590,1.0,wang chung evolved
591,1.0, heynowyeslays
592,1.0, eynowyou
593,-1.0,huge question  why on earth would you pick greenpeace of all the charities  after the nazca lines  setting off fireworks at a nuclear reactor in france and numerous other insane actions  why find a terrible organization like that 
594,-1.0,the song hurts my ears  but the video s cool 
595,1.0,what sheer delight
596,-1.0,so they recycled all the paper   how much power did they use doing all of this 
597,-1.0,i cannot see any music in this and liked more their previous videos     
598,-1.0,this song is trash
599,1.0,freakin amazing just like always 
600,-1.0,this on this got on the trending board i dont know
601,-1.0,l  nergie pour faire le papier   nergie recycler   et l encre   de la merde cette vid o et cette pub pour cette soci t 
602,1.0,this so cool 
603,-1.0,greenpeace  what a joke 
604,1.0,ohhh nice talking heads reference
605,1.0,like art
606,1.0,amazing
607,1.0,nice
608,1.0,the amount of times i ve watched this video    it s obsession 
609,1.0,they really outdid themselves this time  absolutely amazing film clip guys  
610,0.0,error  not enough magenta ink 
611,0.0,toby favenyesi cannot print anything due to out of magenta ink  not even all black
612,1.0,the fact that all the printers were working properly is the most surprising thing about this video 
613,0.0,paul dougherty yeah you could do the math for that if every printer screws up one in     times and i had a hundred printers then in theory every time they printed one full wall they would have had a failure  i guess these printers have a much better reliability rate
614,1.0,ok go hands down make the best music videos
615,1.0,wow  just awesome that s real video creativity 
616,-1.0,they keep deleting my comments      ok
617,1.0,not the best song  not the best video but i m still a fan
618,1.0,    
619,1.0,i m kinda obsessed with this song  s 
620,-1.0, i just don t want to imagine the rehearsal paper usage   
621,-1.0,are you fucking kidding me  an add for paper  those asshole that was a fucking waste of time  ink  paper  do you even care about the environment  do you know how many trees were wasted just making this  they could ve lived happily for many years  but no they died for these asshole paper commercial 
622,0.0,it s not a waste  every sheet got recycled and after this amazing show that hundreds of thousands of dollars went into you dislike because they help give paper to those who are in need   my god some people 
623,-1.0,waste paper much 
624,0.0,sure a little bit gets wasted but most of it goes to those in need  overall its a good thing
625,1.0,this is pretty cool
626,1.0,that guitar riff around          isn t that from the keyboard cat video 
627,1.0,and that  ladys and gentlemen  is how you make a music video
628,1.0,awesome video 
629,1.0,stop it  i m gonna die if i see anything amazing as this again
630,1.0,top
631,-1.0,sigh if only their music was as good as their music videos
632,1.0,their music only falls a little short of that impossibly high bar 
633,0.0,this one was okay 
634,0.0,https   timebucks com  refid           https   www youtube com watch v vacvqbug s 
635,1.0,the irony to me about the career trajectory of ok go is that as their videos get cleverer and cleverer  they get more and more aseptic  ironic because a young damian once said something to the effect that rock and roll is supposed to contain the simple excitement and joy of a kid jumping on a bed  if he just grew his hair back out again and re adopted the guitar power stance and condescended to being sexy brainy instead of just brainy  it would serve them better  that said  we could also definitely use another net neutrality essay from him again 
636,1.0,now that was engaging   adding to my spotify 
637,-1.0,i m only learning asl  so i might be wrong  but am i the only one who thought the finger spelling was a little off 
638,1.0,woow
639,1.0,this is epson    my indestructible inkket printer 
640,-1.0,so cringy
641,0.0,dude   
642,0.0,they are more like visial performance artists 
643,0.0,      there s a stuck piece of paper oml
644,1.0,i bet these pieces of paper would sell pretty easily  a doller each or so  might be even more effective than regular recycling  
645,1.0,come for the fanfare stay for the music
646,0.0,the lead singer kinda looks like    from stranger things o o
647,-1.0,if their music was actually good i would like it more
648,1.0,obsession ft  papers and printers
649,0.0,can t even imagine what the result would ve been if they had gotten multiple paper jams
650,1.0,love the remix 
651,0.0,http   incomedoze com  refer      
652,1.0,already can t wait for the making off
653,1.0,this song rand music clip reminds me of being in the     s again and i like it a lot 
654,1.0,the  k who disliked this video are tree huggers
655,1.0,bravo 
656,1.0,you guys always have very interesting videos  but they are good 
657,1.0,astounding as ever  thanks for blowing my mind again 
658,0.0,if u subscribe to me ill subscribe to u when u do that comment  done 
659,1.0,gosh  what s next  i love your mvs so much 
660,-1.0,but did you recycle the printers 
661,1.0,lights  printers  ink  paper  transportation of said props  electricity for printers           omg
662,-1.0,imagine calibrating the printers that went rogue 
663,-1.0,i am confusion   
664,1.0,creativity at it s finest
665,-1.0,u tried
666,-1.0,my printer can t even print a blank sheet of paper in under    minutes 
667,-1.0,those papercuts must ve hurt
668,1.0,they ripped off  art of noise   peter gabriel  the talking heads  maybe even thomas dolby too
669,-1.0,all you wannabe hippies care a out the paper wasted blah blah who gives a fuck  yet you waste food everyday  each and every meal  multiply that by     million   people in just our country  imagine the amount of animals sacrificed for your waste and those who go hungry who could have survived off your trash  fuck you 
670,-1.0,another brit boy band with no vocal skill   leave the paper alone  and recycle the kids    
671,-1.0,what the hell are you talking about 
672,1.0,me da gusto que ok go no se haya quedado como un  one hit wonder  con here it goes again  felicidades  gran cancion sigan asi
673,-1.0,those poor trees 
674,1.0,it s not a waste  every sheet got recycled and after this amazing show that hundreds of thousands of dollars went into you dislike because they help give paper to those who are in need 
675,0.0,i thought this was kpop
676,1.0,unreal  as always 
677,-1.0,but why greenpeace 
678,1.0,ok go continues to amaze me  keep up the amazing work  
679,0.0,                  
680,1.0,love these papery good boys
681,0.0,kann man das noch unterbieten    
682,-1.0,booo
683,0.0,when you bored af and and have     printers   
684,1.0,luv it
685,1.0,love this love these guys get are so creative and always keep me locked on the screen
686,0.0,so much origami i could make    
687,-1.0,omg omg omg    we have to save the trees and recycle the paper  oh god what will we ever do  sorry kids but there is a multi billion dollar industry that collects most   not all   of discarded paper products  any modern dump does this automagically via conveyor built with mechanical auto sorters  for paper  glass  metals  etc  so rest easy you carebear over sensitive millennial s  your recycled coffee cups and over priced starbucks coffee awaits each and everyone of you tomorrow 
688,-1.0,seems kind of weak compared to the other ok go videos 
689,-1.0,well the music sucks balls  but the video is at least interesting once 
690,0.0,i cannot print a single sheet and you guys can do this    i impressed and angry at the same time 
691,0.0,https   youtu be xfihe q hni
692,1.0,subscribe   
693,0.0,did they reuse the paper                    
694,-1.0,fuck greenpeace and fuck you guys for wasting paper  there s no such thing as      efficiency recycling so it s all garbage  greenpeace destroyed the fucking        year old lines in peru with plastic bags 
695,1.0,it s not a waste and after this amazing show that hundreds of thousands of dollars went into you dislike because they help give paper to those who are in need 
696,0.0,those are agogo bells
697,1.0,ok go always have next level videos 
698,1.0,incredible how they always outdo their previous videos 
699,-1.0,you know that kids in africa could eat those paper  right 
700,0.0,nicholas marco that s probably where that paper was recycled too
701,1.0,wwwooowww
702,1.0,youtube compression is like   oh shiiiiiiiiiii  
703,1.0,awesome
704,1.0,cant  wait to share this with my stem students at school  all of your videos are such great learning tools   thanks for your creativity and spirit 
705,0.0,i do hope they spent the entire time in that room so they didn t part with an ounce of arsenic that gets released in the printing process  may their lungs prosper from it  no tune  no meaning no nothing  just a very nice idea that pretends to be a music clip    shame 
706,0.0,the point was the video
707,1.0,am i the only who thought this was gonna be the     s song  obsession 
708,1.0,fanfastic  intentional misprint  how many pages did a single printer feed  i still prefer the   g video   upside down and inside out  but this was still fantastic to watch  time well spent men 
709,0.0,i was distracted by the disingenuous intro  even if this all was recycled the act of recycling releases carbon emissions so it s best to use materials efficiently in the first place  if you cared more about the environment than adhering to a gimmick and ad revenue from a paper manufacturer you could have achieved the same effect with digital video editing    for those who say  it s for the art   it s   minute a commercial 
710,1.0,they give away alot of that paper to those in need
711,0.0,tunze tunze
712,-1.0,this is cool too bad the song sucks lmao 
713,-1.0,i mean i like the video  it s quite amazing actually  but the song just     wasn t  it s sort of bland and boring and seems like it lacked any actual effort to create  to each their own  but this was just sort of    bleh to me 
714,1.0,this is easily the best song on the album so i m glad you made a video for it         because needing getting is still my fave 
715,-1.0,que desperdicio de papel
716,-1.0,say what u want but i say it s a waste 
717,1.0,it s not a waste  every sheet got recycled and after this amazing show that hundreds of thousands of dollars went into you dislike because they help give paper to those who are in need 
718,-1.0,que mentira esto  es puro chroma key 
719,0.0,please help to our losing company and it will help to survive my company s employees family please help us and jesus will help you your help will be greatly appreciated   bitcoin address  bvpabezyrtwvrpevx fuwd vnmnhrjavq
720,-1.0,i can t imagine setting up those printers      times  do you trust this printer  
721,1.0,awesome  but also  very art of noise and peter gabriel s  big time   both sonically and visually 
722,-1.0,sounds more like depression
723,-1.0,really  
724,-1.0,what is this  
725,0.0,http   dollarstrue com  refer      
726,-1.0,i have to be honest  as impressive as this was  that doesn t mean it was good  this was shit
727,-1.0,they should have gotten the paper from dunder mifflin 
728,-1.0,ridiculous
729,-1.0,when will music meet the visual 
730,0.0,why aren t people subscribing 
731,-1.0,korean takeout because more often they have these corny behind the scenes things or people who ask really stupid questions that they answer and not music videos
732,-1.0,really  this is why this won t exist how stupid am i to watch these stupid things
733,-1.0,what
734,-1.0,over the years their videos have gotten more and more impressive  but their music less and less good 
735,-1.0,this sucks 
736,-1.0,the hundreds of thousands of dollars that went into this yet it doesn t reach you r requirment 
737,-1.0,rip if you got a paper cut
738,-1.0,fuck  i can barley use a printer
739,1.0,this video is outstanding  i will remember this video for the rest of my life 
740,-1.0,it is good to remind everyone that save the world   it this message can deliver to everyone  i think it is good mv to share 
741,-1.0,white people have too much time on their hands
742,1.0,hell yeah    
743,-1.0,boo greenpeace sucks
744,-1.0,you re all idiots  its not printed paper its computer animation
745,-1.0,obvious troll is obvious 
746,0.0, honestly  ok go ate my homework    
747,-1.0,i used to work in a ink cartridge company  and what comes to my mind first is  environmental friendly pls
748,-1.0,the song is trash
749,0.0,https   www youtube com watch v hribdtsfx  
750,1.0,i have an obsession         it s watching this video on repeat         i think the loop button got stuck 
751,-1.0,my eye s hurt
752,0.0,what is the printer models   hp 
753,1.0,that was amazing 
754,0.0,focus more on the music less on the mv clips  no hate tho
755,1.0,god i love them
756,1.0,it s cool that bit of fingerspelling in there at      or so  closed captioning might be cool too 
757,1.0,how is that even possible   
758,1.0,amazing mv all the time
759,-1.0,the tree gods will be after you now 
760,1.0,cool
761,1.0,last time i saw them they were running on treadmills  now they are printing paper    they are so creative  love it 
762,0.0,    week every week until christmas and they give you     for signing up  so  who needs it   http   startmycash com  refer      
763,-1.0,so stupid
764,-1.0,breaking news  global paper shortage thx to a band
765,1.0,i m obsessed with this 
766,0.0,     
767,-1.0,all the fails and the whole concept of this video is lame  what id they planted trees and donated instead 
768,-1.0,the money spent on this video could ve went to puerto rico or houston or the homeless but whatttttevver
769,-1.0,you could apply this comment to almost every music video  film or any creation that cost money  you just have to settle living in a world without creativity 
770,-1.0,they have driven the price for printers and ink up due to the shortage lol
771,0.0,               
772,0.0,art for the sake of art    then boom product placement 
773,-1.0,you can see the freaking  wire 
774,-1.0,despu s de cada video nuevo de ok go es inevitable volver a ver los anteriores 
775,-1.0,i wonder how many paper cuts they got
776,0.0,hi any american girl here single and need a boyfriend im asian guy single never had a girlfriend before   yrs old     black hair brown eyes can speak english the basic  living in the philippines i prefer blonde      yrs old add me on my facebook  dawn      loveforever
777,-1.0,please tell me you recycled that paper
778,0.0,they didn t use lots of paper    cuz it s mostly computerized
779,1.0,omg  they always have the best music video   always creative
780,0.0,remember when ok go was just a dance on treadmills     
781,0.0,                                                     
782,-1.0,the trees  the waste  i hope they recycle 
783,1.0,impressive  that bridge at      make me think of r yksopp s  the girl and the robot  
784,0.0,can someone please explain to me why people hit the  thumbs down  on this one  i dont friggin understand it 
785,1.0,using printers and paper  they made the effect of a led screen which is mesmerizing
786,1.0,ok go is so avant garde i don t even mind that this is an ad for printers 
787,0.0,randall stephens it s for printers  i got that it was for the paper
788,0.0,how they do that xl 
789,1.0,i dont know what this is or why its in my recommended but  i  love it omg why am i only finding this now
790,1.0,always epic  always badass  always innovative    love this
791,-1.0,the video is great but using light instead of paper would have been way better  too bad for all the waste
792,-1.0,ok  im confused
793,0.0,vei que foda kkkkkkkkkkkk
794,1.0,holy           crap   that was awesome   
795,1.0,thats the most amazing thing i ever seen keepon okgo 
796,1.0,incredible and inspiring as always 
797,-1.0,one thropic forrest was wasted in this video
798,-1.0,dislike  they are donating money to a terrorist organization 
799,-1.0,green color paper and cinema  green screen  technology would have been much more eco friendly  but who cares right 
800,0.0,here it goes again
801,0.0,so if an artist draws on paper or writes it s wasting paper     i gotcha   
802,1.0,they never disappoint me
803,0.0,um clipe de ok go nunca decepciona 
804,0.0,i wonder how many times they had to stop because of paper jams   
805,1.0,wow  really nice work guys and i do love the song too  and i guess its must be an obsession for you guys now to outdo your previous music videos now 
806,1.0,geniale    bravi   
807,1.0,good music  but i m pretty sure ok go is known more for their videos than their music at this point 
808,-1.0,the stop motion kills it  the first ten seconds of it was nice 
809,1.0,amazing
810,1.0,what an amazing vdo
811,1.0,i really love your ideas for the videos  the music obviously too  please keep up that awsome work   d
812,-1.0,i like  like half their songs  this isn t one of them  great music video tho
813,1.0,reminds me of peter gabriel s first hits   stop motion and beautiful rigidity  i am floored  and the song is the shite  like it the shit  that down beat  electronic arts  bravo 
814,1.0,impressive 
815,1.0,the best ad of the printer
816,0.0,you first  
817,-1.0,the song and the music is sheet
818,-1.0,stick to treadmills  assholes 
819,0.0,they will become a tree 
820,-1.0,yawn  another coldplay 
821,0.0,i hope those printers will giving away
822,1.0,you guys are amazing   
823,0.0,will you recycle the energy used to power the printers  too 
824,0.0,how many trees sacrificed themselves for this video 
825,-1.0,the music is garbage though
826,1.0,a graphic designers dream
827,1.0,just amazing always love okgo  their creative style and cold disgusting music  awesome 
828,-1.0,colossal waste of paper  and ink  i don t care how much they have to greenpeace   stupid
829,-1.0,  million squid died making this video  not so cool now is it 
830,0.0,music video obsession 
831,-1.0,as a very frugal person  i did not like this video
832,0.0,to muselo d t stra nou pr ci    p itom takov  blbost
833,-1.0,i know it would be cheating but i wish they would photoshop in the right colors  when the printers messed up and the paper got hung up or shot out more than one paper at a time  man that s all i could concentrate on 
834,-1.0,there was like    seconds of the printers printing in real time  also prob cgi d people over the printers  like it s really cool though
835,0.0,ppl keep saying  omg why are their videos always ads   you     do realize this stuff is expensive right      
836,0.0,so  what printer they use 
837,1.0,just when i think they can t make a more creative and awesome music video  they step their game up to a whole other level     the song is good too i guess 
838,-1.0,dislike for the amount of paper wasted and mediocre music
839,-1.0,what a senseless waste of resources  this should be forbidden 
840,0.0,swooswide
841,1.0,creativity  hardwork  teamwork  patience  just wow     great work humans  always amazing  go okgo 
842,-1.0,this is not product placement but rather band placement 
843,0.0,brought to you by dunder mifflin 
844,1.0,now  that s dedication   
845,0.0,great vid  but wish they put as much time researching why greenpeace is a horrible charity instead of getting the printers to sync 
846,0.0,the thought process for this one was  andy hated the last one we did  you know what s safe  paper  
847,-1.0,how much was spent on ink 
848,0.0,so many paper cuts
849,0.0,wanna make extra money for christmas buy downloading the cash back app ibotta  you get a    dollar sign up bonus and every friend that signs up u get   bucks  they don t have to spend a dollar and neither do you they pay out instantly  https   ibotta com r    cw
850,1.0,so sick   
851,0.0,ok so i think they printed these papers first  then had the printers feed  blank  pages through them while holding onto the last holding line  then let go on command  print  load in order  feed in order on timers  let go on timers  stop motion sing song  that s how i would do it 
852,-1.0,only if their music was half as good as their videos   they would be the best band ever 
853,1.0,wooowwwwww
854,-1.0,garbage
855,0.0,this band is like the hardcore wiggles
856,1.0,am i the only one who actually loves their music
857,-1.0,imagine the amount of electricity wasted from all those printers  edit  and all the trees wasted on the paper
858,1.0,actually sounds better at double pace for me  mind  i like really fast edm so    incredible either way 
859,1.0,yeah you did it again    awesome job   it would be awesome to see you guys to a collaboration with genki sudo of world order  https   www youtube com watch v  ua  hbsbuo
860,-1.0,this is why the amazon rain forest is in trouble 
861,0.0,waiting for some music still waiting    
862,0.0,how does one recycle paper and proceeds 
863,0.0,sorry  and get proceeds 
864,0.0,printercore
865,1.0,insane
866,1.0,their music videos are always outside the box  so different but cool 
867,1.0,you guys just put jim and pam s kid through college with this video 
868,0.0,anyone care to comment about the paper brand  never heard of it
869,0.0,what  the  actual  living  fuck 
870,0.0,which model printer are these 
871,1.0,defiantly a unique video
872,1.0,another epic video for ok go 
873,0.0,what are you
874,0.0,bad peter gabriel try
875,1.0,can t stop repeating  as if it s    obsession 
876,1.0,all i can think of is how hard this was to make and how exspensive it was   well done
877,1.0,this is incredible  great job you guys 
878,-1.0,those poor trees xd
879,1.0,amazing video  but also really good song  no offense but i don t usually like these for the song  but this one was good imo 
880,-1.0,wtf  it s cool but  the paper    
881,0.0,who else thought was bts from the thumbnail
882,1.0,all i was thinking the whole time was how the hell did they do that   
883,0.0,how did they practice this   
884,1.0,check out their behind the scenes  amazing
885,-1.0,i cant believe people only come for the videos and not the music too 
886,0.0,who searching for thr bts 
887,0.0,it is so beautiful  but ecology crying when look these vidio  i hope you are recycling the pper
888,1.0,sees new video  no  it can t be  is it  it is  holy cow it has happened 
889,1.0,awesome video     
890,-1.0,ooooh  that awful printing sound 
891,1.0,so much creative   awesome love it  d
892,0.0,what did you  k guys dislike for 
893,1.0,i am actually so hyped for the great fire
894,0.0,it s an advertisement for paper  slow down damn
895,-1.0,ok the vid is kinda cool but the song is just them saying te same thing over and over again 
896,0.0,so this was one big giant ad 
897,0.0,i think they used a lot of paper for this video
898,0.0,yeah maybe
899,-1.0,wtf is this crap  anything to get their fifteen minutes of fame   you are awful
900,-1.0,recycling paper doesn t bring back the trees   and all that ink from recycled paper will contribute to industrial waste and carbon emission     
901,-1.0,such a waste of paper 
902,-1.0,ok go is utter trash at this point  they still think they re in the spotlight 
903,-1.0,rip the rainforest    
904,1.0,i wasn t able to watch this video for two extra days because of travel  but i must say that this video is incredibly wonderful to watch  d
905,0.0, diversity  is a code word for anti white   
906,-1.0,if only the music was actually good
907,1.0,finally some good music  
908,0.0,my brain went derp
909,-1.0,one like one salute for all the trees that died for a three minute  forty three second video 
910,-1.0,my printer shed a tear after watching this video
911,0.0,cool video  lame song 
912,0.0,another one of those music videos with awesome video and garbage music
913,-1.0,there goes a rainforest in africa
914,0.0,kids in africa could have ate that paper 
915,-1.0,i m slightly creeped out and idk why
916,-1.0,this can t really be considered as ok go s normal one takes it s clearly not a one take and that ruins the entire video for me
917,-1.0,so that s where all those trees went   
918,-1.0,this is so fake
919,0.0,basura de video   
920,1.0,that s one hell of a paper brand ad 
921,1.0,ok go does it again       
922,1.0,you guys are making some next level art   you create such an interesting combination of audio video art that i have trouble calling it a song instead of a performance or an experience  or something like that   this one was a treat as always  thank you friends 
923,0.0,buuuut how many paper cuts did u guys get 
924,0.0,rip lil peep
925,1.0,pure genius       check out my vid  the inside of my brain
926,1.0,ok go is probably the only group i dislike and also will never miss a video
927,1.0,wow
928,1.0,i found it so funny how they finger spelled  its obsession  lol  
929,1.0,damn this songs so catchy i love it  beautiful video as always  i mean the way the printers animate the background is crazy 
930,-1.0,not to be mean but i think you guys should just make youtube videos fulltime instead of music 
931,1.0,excellent
932,1.0,i can t even fathom
933,1.0,as always awesome song   and visually pleasing video  
934,0.0,now to wait for the bts video
935,1.0,brilliant 
936,-1.0,i thought this would be something cool  but this song fucking sucks 
937,1.0,finally my favorite song by them has a video    
938,1.0,holy toledo  your group always has the most artistic out of the box videos  it s refreshing and inspiring     thank you 
939,1.0,this is so freakin cool
940,0.0,comeback kings   
941,0.0,annoying song cool video
942,0.0,sneaky lil  finger spell at     
943,-1.0,i had a fuck stroke trying to watch this shit  also i couldn t understand them  it was like kylo ren in the newest star wars movie 
944,1.0,haven t heard these guys since their early work  god they must have sold out
945,0.0,who are these people 
946,0.0,were  is the behind the scenes for this  i would like to know how they hooked up all those printers and has no paper jams or smudges on paper 
947,0.0,anyone red the description after they saw the video
948,0.0,     to       when you try so hard but you don t succeed 
949,-1.0,so this is hipster music   not for me
950,-1.0,wait a fucking second a music video to advertise printing paper  ugh    
951,0.0,this video was total sheet    of paper 
952,0.0,the song is not my taste but the video was awesome
953,1.0,great stuff guys  love the song 
954,1.0,ok go is really out here trying to win every best music video award
955,1.0,my mouth just dropped and stayed that way throughout the entire video  help i can t find my lower jaw 
956,1.0,ok go have the best videos  i reckon they feel like they have a republican to withhold ever since their first video went viral  ya feel 
957,1.0,i actually quite like this song contrary to many of the comments here
958,0.0,stop know with the vids
959,0.0,came a long way from   treadmills and some tin foil
960,0.0,cool look bad music
961,0.0,choreography of this video is mikiko   elevenplay elevenplay is mikiko s dance company      mikiko is famous for choreographer of babymetal and perfume 
962,0.0,      people had a bad thanksgiving and took it out on anything fun 
963,1.0,woooooow  y  thumbs up   
964,0.0,my sound and the guys lip movements never matched up  but printers work on the idea of communication delay  so realistic win for my ipad 
965,-1.0,garbage
966,-1.0,ok but   i dont care lol
967,1.0,i was thinking in what about if you guys do a music video where you are in under the water   later i thought about in these balls of air where you get in and float in the water   later  about a video where ballons are the main concept   later i saw a lot of video of okgo and i realized that in most of their videos they use ink for some scene whitout exception xd   so   later i thought in a video where ink was the concept of video  and so i was thinking about many concepts and video ideas that you could be made   and i realized how much you can squeeze this band with ideas  concepts  videos and many creative things that could happen  no matter what happens you will always be the ones who make the most revolutionary  creative and original music videos  i invite everyone to comment the ideas that you people have below this comentary  thanks for reading    
968,1.0,finally something worthy to be on trending 
969,0.0,ai th c m c l m c ch n o     i u khi n t t c  c c m y in kh ng  
970,-1.0,sounds way better at    x
971,-1.0,greenpeace  not supporting this video 
972,1.0,ok go  please never stop  i don t care how old you all get i will still love you all and listen to and watch your videos 
973,1.0,best   ad   ever
974,0.0,devin dykstra  i still prefer morton salt   
975,-1.0,yikes  some of y all are massive buzzkills 
976,0.0,      people hate printers 
977,1.0,wow   it was so cool       great work   
978,-1.0,recycling the paper does not bring back the trees that were killed  not a good song  and what do printers have to do with it  anyway 
979,0.0,what you are about to see is real   i guess digital effects and editing tricks are real 
980,0.0,you don t know about ok go do you 
981,0.0,how do they programmed the printer 
982,1.0,ok go does it again   of course 
983,-1.0,lol what    this is horrible    huge waste of  
984,0.0,and this music video is sponsored by staples lol
985,1.0,increible
986,0.0,subbing back to everyone who subs back to me and likes  views my recent comment when done
987,0.0,one of these guys graduated from the same high school as i did  go wildcats 
988,0.0, rboles
989,1.0,ok go have always been really creative in what they do  they re great 
990,-1.0,i knew there was gonna be a fucking ad for a printer or paper  fuck off 
991,0.0,looks like they have an obsession with paper and ink
992,0.0,i heard the ink cartridges were filled with the blood of the african white rhino humpback whales and starving polar bears 
993,1.0,i have  an obsession  with this song 
994,0.0,     slowed it down ang there is two symbols of dicks
995,0.0,i fight all day with just my one printer     i want the person that orchestrated this working in my office   
996,0.0,i want to believe it s a green screen because it s driving me mad how much effort it takes
997,1.0,its prints so fast what kind of printer is it 
998,0.0,i bet that dwight made a killing on the commission on this paper sale
999,0.0,this sounds like the music for clothing ads lol
1000,0.0,the lord jesus christ is coming  friends   repent of your sins and put your faith in jesus     he loves you  he is not angry at you   please don t let anyone stop you from approaching jesus    he died to save us  he rose again to redeem us  hallelujah    please call upon him today  you will be saved  you may not have the next hour to do so  so please let this be the moment  he promises to never drive anyone away when they come to him    judgement is approaching quickly and jesus is the only way to escape since he took our punishment upon himself    this can t be stressed enough  jesus loves you  believe it  friends    shalom 
1001,0.0,a look so quick a movement so slight you could almost imagine it didn t just happen but everything ll change in just one look  one little glance it s not passin  fascination now  it s obsession uh huh  it s obsession it s obsession uh huh  it s obsession it s obsession  and it s physical it s like standing at the edge your blood starts to pump  cause you re worried you might jump and your head throbbing like a heart heart throbbing like a drum drums throbbing like the xxxxx just go ahead and jump  it s obsession uh huh  it s obsession it s obsession uh huh  it s obsession it s obsession  a look so quick a movement so slight ah  it s not passin  fascination now  it s obsession uh huh  it s obsession it s obsession uh huh  it s obsession it s obsession
1002,0.0,genial 
1003,0.0,click on my link pls 
1004,0.0,kids in the chat who don t like the prince album  
1005,0.0,sponsored by dunder mifflin
1006,-1.0,too much math for my brain to handle
1007,1.0,waoh 
1008,1.0,this was iconic seeing this live
1009,1.0,another master piece
1010,0.0,mikiko sensei sugoi   
1011,1.0,anyone else  obsessed  with this video 
1012,-1.0,about wasted paper  yes
1013,0.0,okgoo
1014,0.0,anyone playing animal crossing  i need more friends    id             
1015,0.0,people nowadays never appreciate the unbelievable hard work that comes to this kind of art if they see the smallest thing that rubs them the wrong way  every ok  go video is made with such an effort and desire of opening people s minds to creativity and technology  yes  it s a lot of paper  they recicled it  nobody knows what they used to print the colored paper so it is best to not speculate and complain stop winning and enjoy the video 
1016,0.0,their most unrealistic video yet  printers never work 
1017,0.0,http   imgchili net show                     f bb  y jpg
1018,0.0,   good morning  its printing support   yes sir  my name is daniel   how can i help you   ok daniel  i have a little problem with my printers  i have paper jams and print quality issues      its not a problem  we are here to help  so can you tell me the serial number of that printers  how many are    emm    there is a little problem      what s the problem sir    you saw the clip ok go   obsession      this isn t the support printing  this is a chinese restaurante  bye   call ends  
1019,1.0,that depth effect blew my mindhole 
1020,-1.0,this song kinda sucks
1021,1.0,true artists  bravo
1022,-1.0,hmmm ive gotta say  i ve seen their other videos and this one s    well    mediocre  the paper is cool  but i don t find the song particularity good  and actually the paper gets a bit boring after a while  ik people are gonna be saying  how can you hate on something that required so much work   but i mean have you seen their other videos  they re amazing  and comparing this to previous works this one i think it is extremely mediocre  dont get me wrong though  its still cool
1023,0.0,bryan mccormick true  the only reason i consider this mediocre is because of the amazing other videos they ve made in showcasing all the things they re capable of 
1024,1.0,this is so fucking awesome
1025,0.0,kinda sucks this was all for an ad otherwise cool video  
1026,0.0,  drop of printer ink costs more than a drop of the finest wine   as cool as this video is  the fact that it s sponsored by a printer company should tell you a lot 
1027,0.0,it should tell you that they didn t pay for it themselves   i m sorry i don t see your point
1028,1.0,never fails to impress
1029,0.0,niger
1030,1.0,these guys never lost their touch  every project is as good as the next
1031,1.0,incredible  as always    i love it  so much    
1032,0.0,interlochen
1033,0.0,recycling paper is the worse for the environment  compared to making new paper from sustainable sources it costs more money  uses more energy thus more greenhouse gas plus the extra chemical waste 
1034,0.0,whoop guys sorry i forgot to turn the camera on  we need a reshoot
1035,0.0,paper cuts 
1036,-1.0,only if the song was any good  people only watch this for the clip  even tho it gets boring after a minute of paper
1037,0.0,what do ya ll think of this  https   youtu be   pnwzmgx  
1038,-1.0,omg music sucks today lol  
1039,0.0,tendency in bolivia
1040,-1.0,they killed too many trees 
1041,0.0,is it just me  or does this song video have a peter gabriel vibe to it 
1042,1.0,amazing as always    
1043,-1.0,ok with mv  not ok with their music  so bad  
1044,0.0,garbage to feed the zombie appetite out there   
1045,0.0,its painful seeing the paper getting printed out  but good song and vid
1046,-1.0,horrible music and a waste of paper
1047,1.0,this is so amazing i can t stop listening to it
1048,1.0,dam    moste creative band    ever 
1049,0.0,       lgbtpedophiles 
1050,0.0,is this a commercial for printers  paper  or ink 
1051,1.0,paper   i knew it  pretty good still 
1052,-1.0,you suck and greenpeace sucks  and i couldn t care less how much you recycle 
1053,-1.0,if only their music was an good as their video concepts
1054,0.0,i m so glad i clicked this l  ink 
1055,-1.0,i m offended of how many trees had to be killed at the altar of these capitalist scum   rememberthetrees
1056,0.0,devin hamby all the paper was recycled 
1057,0.0,       mv      
1058,0.0,must be cgi cause i can t get my printer to print a shipping label 
1059,0.0,lol prob not your best and i know they are recycled but still  feelsbadman about those paper xd
1060,-1.0,if only i had this motivation and persistence towards my life  man   
